,年月日時,東京,東京.1,府中,八王子,小河内,青梅,練馬,hour,day,month
395,2022/6/30 12:00:00,1.0,0,1.0,1.0,1.0,1.0,1.0,12,30,6
396,2022/6/30 13:00:00,1.0,0,1.0,1.0,0.9,1.0,1.0,13,30,6
397,2022/6/30 14:00:00,1.0,0,1.0,1.0,0.3,0.8,1.0,14,30,6
398,2022/6/30 15:00:00,1.0,0,1.0,1.0,0.7,1.0,1.0,15,30,6
399,2022/6/30 16:00:00,1.0,0,1.0,1.0,0.9,1.0,1.0,16,30,6
400,2022/6/30 17:00:00,1.0,0,1.0,1.0,1.0,1.0,1.0,17,30,6
401,2022/6/30 18:00:00,1.0,0,1.0,1.0,0.5,1.0,1.0,18,30,6
402,2022/6/30 19:00:00,0.2,0,0.6,0.5,0.0,0.2,0.6,19,30,6
403,2022/6/30 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,30,6
404,2022/6/30 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,30,6
405,2022/6/30 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,30,6
406,2022/6/30 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,30,6
407,2022/7/1 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,1,7
408,2022/7/1 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,7
409,2022/7/1 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,1,7
410,2022/7/1 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,1,7
411,2022/7/1 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,1,7
412,2022/7/1 5:00:00,0.0,0,0.2,0.1,0.2,0.0,0.2,5,1,7
413,2022/7/1 6:00:00,0.9,0,1.0,1.0,1.0,1.0,1.0,6,1,7
414,2022/7/1 7:00:00,1.0,0,1.0,1.0,1.0,1.0,1.0,7,1,7
415,2022/7/1 8:00:00,1.0,0,1.0,1.0,1.0,1.0,1.0,8,1,7
416,2022/7/1 9:00:00,1.0,0,1.0,1.0,1.0,1.0,1.0,9,1,7
417,2022/7/1 10:00:00,1.0,0,1.0,1.0,1.0,1.0,1.0,10,1,7
418,2022/7/1 11:00:00,1.0,0,1.0,1.0,1.0,1.0,1.0,11,1,7
419,2022/7/1 12:00:00,1.0,0,1.0,1.0,0.8,1.0,1.0,12,1,7
420,2022/7/1 13:00:00,1.0,0,1.0,1.0,0.0,1.0,1.0,13,1,7
421,2022/7/1 14:00:00,1.0,0,1.0,1.0,0.0,1.0,0.9,14,1,7
422,2022/7/1 15:00:00,1.0,0,1.0,1.0,0.0,0.9,1.0,15,1,7
423,2022/7/1 16:00:00,1.0,0,0.7,0.2,0.6,0.0,1.0,16,1,7
424,2022/7/1 17:00:00,0.6,0,0.0,0.0,0.3,0.2,0.2,17,1,7
425,2022/7/1 18:00:00,0.0,0,0.1,0.0,0.0,0.0,0.2,18,1,7
426,2022/7/1 19:00:00,0.0,0,0.0,0.0,0.0,0.0,0.1,19,1,7
427,2022/7/1 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,1,7
428,2022/7/1 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,1,7
429,2022/7/1 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,1,7
430,2022/7/1 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,1,7
431,2022/7/2 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,2,7
432,2022/7/2 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,2,7
433,2022/7/2 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,2,7
434,2022/7/2 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,2,7
435,2022/7/2 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,2,7
436,2022/7/2 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,2,7
437,2022/7/2 6:00:00,0.8,0,0.8,0.8,0.5,0.0,1.0,6,2,7
438,2022/7/2 7:00:00,1.0,0,1.0,0.9,1.0,1.0,1.0,7,2,7
439,2022/7/2 8:00:00,1.0,0,0.3,0.1,1.0,1.0,0.6,8,2,7
440,2022/7/2 9:00:00,1.0,0,0.6,0.5,1.0,1.0,0.5,9,2,7
441,2022/7/2 10:00:00,0.8,0,0.8,0.6,1.0,1.0,0.5,10,2,7
442,2022/7/2 11:00:00,0.9,0,1.0,1.0,1.0,1.0,1.0,11,2,7
443,2022/7/2 12:00:00,1.0,0,1.0,1.0,0.8,1.0,1.0,12,2,7
444,2022/7/2 13:00:00,1.0,0,1.0,1.0,0.1,1.0,1.0,13,2,7
445,2022/7/2 14:00:00,1.0,0,1.0,0.8,0.3,0.5,1.0,14,2,7
446,2022/7/2 15:00:00,1.0,0,0.7,0.0,0.0,0.1,0.8,15,2,7
447,2022/7/2 16:00:00,0.5,0,0.3,0.0,0.2,0.6,0.0,16,2,7
448,2022/7/2 17:00:00,0.6,0,0.2,0.0,0.0,0.0,0.5,17,2,7
449,2022/7/2 18:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,18,2,7
450,2022/7/2 19:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,19,2,7
451,2022/7/2 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,2,7
452,2022/7/2 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,2,7
453,2022/7/2 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,2,7
454,2022/7/2 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,2,7
455,2022/7/3 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,3,7
456,2022/7/3 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,3,7
457,2022/7/3 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,3,7
458,2022/7/3 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,3,7
459,2022/7/3 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,3,7
460,2022/7/3 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,3,7
461,2022/7/3 6:00:00,0.2,0,0.0,0.0,0.0,0.0,0.0,6,3,7
462,2022/7/3 7:00:00,0.1,0,0.0,0.0,0.0,0.0,0.0,7,3,7
463,2022/7/3 8:00:00,0.4,0,0.0,0.0,0.0,0.0,0.0,8,3,7
464,2022/7/3 9:00:00,0.3,0,0.0,0.0,0.2,0.1,0.0,9,3,7
465,2022/7/3 10:00:00,0.0,0,0.3,0.7,0.7,0.2,0.0,10,3,7
466,2022/7/3 11:00:00,0.5,0,0.6,0.2,0.0,0.0,0.4,11,3,7
467,2022/7/3 12:00:00,0.9,0,0.1,0.0,0.0,0.1,0.4,12,3,7
468,2022/7/3 13:00:00,0.3,0,0.0,0.0,0.0,0.0,0.0,13,3,7
469,2022/7/3 14:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,14,3,7
470,2022/7/3 15:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,15,3,7
471,2022/7/3 16:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,16,3,7
472,2022/7/3 17:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,17,3,7
473,2022/7/3 18:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,18,3,7
474,2022/7/3 19:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,19,3,7
475,2022/7/3 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,3,7
476,2022/7/3 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,3,7
477,2022/7/3 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,3,7
478,2022/7/3 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,3,7
479,2022/7/4 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,4,7
480,2022/7/4 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,4,7
481,2022/7/4 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,4,7
482,2022/7/4 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,4,7
483,2022/7/4 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,4,7
484,2022/7/4 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,4,7
485,2022/7/4 6:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,6,4,7
486,2022/7/4 7:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,7,4,7
487,2022/7/4 8:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,8,4,7
488,2022/7/4 9:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,9,4,7
489,2022/7/4 10:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,10,4,7
490,2022/7/4 11:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,11,4,7
491,2022/7/4 12:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,12,4,7
492,2022/7/4 13:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,13,4,7
493,2022/7/4 14:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,14,4,7
494,2022/7/4 15:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,15,4,7
495,2022/7/4 16:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,16,4,7
496,2022/7/4 17:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,17,4,7
497,2022/7/4 18:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,18,4,7
498,2022/7/4 19:00:00,0.1,0,0.0,0.0,0.0,0.0,0.0,19,4,7
499,2022/7/4 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,4,7
500,2022/7/4 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,4,7
501,2022/7/4 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,4,7
502,2022/7/4 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,4,7
503,2022/7/5 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,5,7
504,2022/7/5 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,5,7
505,2022/7/5 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,5,7
506,2022/7/5 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,5,7
507,2022/7/5 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,5,7
508,2022/7/5 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,7
509,2022/7/5 6:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,6,5,7
510,2022/7/5 7:00:00,0.0,0,0.0,0.6,1.0,0.3,0.0,7,5,7
511,2022/7/5 8:00:00,0.4,0,1.0,1.0,0.7,0.8,0.7,8,5,7
512,2022/7/5 9:00:00,1.0,0,1.0,1.0,0.5,0.8,1.0,9,5,7
513,2022/7/5 10:00:00,0.8,0,0.3,1.0,0.7,0.5,0.9,10,5,7
514,2022/7/5 11:00:00,0.7,0,0.1,0.6,0.1,0.6,0.0,11,5,7
515,2022/7/5 12:00:00,0.5,0,0.4,0.0,0.0,0.0,0.2,12,5,7
516,2022/7/5 13:00:00,0.1,0,0.0,0.0,0.0,0.0,0.0,13,5,7
517,2022/7/5 14:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,14,5,7
518,2022/7/5 15:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,15,5,7
519,2022/7/5 16:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,16,5,7
520,2022/7/5 17:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,17,5,7
521,2022/7/5 18:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,18,5,7
522,2022/7/5 19:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,19,5,7
523,2022/7/5 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,5,7
524,2022/7/5 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,5,7
525,2022/7/5 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,5,7
526,2022/7/5 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,5,7
527,2022/7/6 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,6,7
528,2022/7/6 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,6,7
529,2022/7/6 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,6,7
530,2022/7/6 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,6,7
531,2022/7/6 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,6,7
532,2022/7/6 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,6,7
533,2022/7/6 6:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,7
534,2022/7/6 7:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,7,6,7
535,2022/7/6 8:00:00,0.0,0,0.1,0.0,0.0,0.0,0.0,8,6,7
536,2022/7/6 9:00:00,0.0,0,0.2,0.0,0.0,0.0,0.0,9,6,7
537,2022/7/6 10:00:00,0.1,0,0.3,0.0,0.0,0.0,0.0,10,6,7
538,2022/7/6 11:00:00,0.1,0,0.0,0.3,0.0,0.2,0.0,11,6,7
539,2022/7/6 12:00:00,0.4,0,0.1,0.9,0.0,0.7,0.0,12,6,7
540,2022/7/6 13:00:00,0.1,0,0.0,0.0,0.0,0.0,0.1,13,6,7
541,2022/7/6 14:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,14,6,7
542,2022/7/6 15:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,15,6,7
543,2022/7/6 16:00:00,0.0,0,0.0,0.0,0.1,0.0,0.0,16,6,7
544,2022/7/6 17:00:00,0.0,0,0.0,0.0,0.0,0.1,0.0,17,6,7
545,2022/7/6 18:00:00,0.3,0,0.0,0.0,0.4,0.3,0.0,18,6,7
546,2022/7/6 19:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,19,6,7
547,2022/7/6 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,6,7
548,2022/7/6 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,6,7
549,2022/7/6 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,6,7
550,2022/7/6 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,6,7
551,2022/7/7 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,7,7
552,2022/7/7 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,7,7
553,2022/7/7 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,7,7
554,2022/7/7 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,7,7
555,2022/7/7 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,7,7
556,2022/7/7 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,7,7
557,2022/7/7 6:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,6,7,7
558,2022/7/7 7:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,7,7,7
559,2022/7/7 8:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,8,7,7
560,2022/7/7 9:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,9,7,7
561,2022/7/7 10:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,10,7,7
562,2022/7/7 11:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,11,7,7
563,2022/7/7 12:00:00,0.0,0,0.0,0.5,0.0,0.7,0.0,12,7,7
564,2022/7/7 13:00:00,0.2,0,0.0,0.4,0.5,0.6,0.0,13,7,7
565,2022/7/7 14:00:00,0.4,0,0.5,0.9,1.0,1.0,0.6,14,7,7
566,2022/7/7 15:00:00,0.5,0,0.8,1.0,1.0,0.6,1.0,15,7,7
567,2022/7/7 16:00:00,0.5,0,0.8,0.3,0.8,0.6,0.6,16,7,7
568,2022/7/7 17:00:00,0.5,0,1.0,0.8,0.5,1.0,1.0,17,7,7
569,2022/7/7 18:00:00,0.8,0,1.0,0.7,0.0,0.8,1.0,18,7,7
570,2022/7/7 19:00:00,0.4,0,0.3,0.0,0.0,0.0,0.3,19,7,7
571,2022/7/7 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,7,7
572,2022/7/7 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,7,7
573,2022/7/7 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,7,7
574,2022/7/7 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,7,7
575,2022/7/8 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,8,7
576,2022/7/8 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,8,7
577,2022/7/8 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,8,7
578,2022/7/8 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,8,7
579,2022/7/8 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,8,7
580,2022/7/8 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,8,7
581,2022/7/8 6:00:00,0.1,0,0.1,0.0,0.0,0.0,0.2,6,8,7
582,2022/7/8 7:00:00,0.7,0,0.0,0.0,0.0,0.0,0.0,7,8,7
583,2022/7/8 8:00:00,0.3,0,0.2,0.0,0.3,0.0,0.4,8,8,7
584,2022/7/8 9:00:00,0.4,0,0.0,0.0,0.0,0.0,0.4,9,8,7
585,2022/7/8 10:00:00,0.0,0,0.0,0.0,0.3,0.0,0.0,10,8,7
586,2022/7/8 11:00:00,0.0,0,0.0,0.3,0.0,0.0,0.0,11,8,7
587,2022/7/8 12:00:00,0.2,0,0.0,0.4,0.0,0.2,0.0,12,8,7
588,2022/7/8 13:00:00,0.3,0,0.8,0.6,0.5,0.1,0.7,13,8,7
589,2022/7/8 14:00:00,0.3,0,1.0,1.0,1.0,1.0,0.3,14,8,7
590,2022/7/8 15:00:00,0.3,0,1.0,1.0,1.0,1.0,1.0,15,8,7
591,2022/7/8 16:00:00,0.4,0,1.0,0.8,0.8,0.8,0.9,16,8,7
592,2022/7/8 17:00:00,1.0,0,0.2,0.0,0.2,0.0,0.1,17,8,7
593,2022/7/8 18:00:00,0.9,0,0.0,0.0,0.0,0.0,1.0,18,8,7
594,2022/7/8 19:00:00,0.2,0,0.0,0.0,0.0,0.0,0.0,19,8,7
595,2022/7/8 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,8,7
596,2022/7/8 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,8,7
597,2022/7/8 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,8,7
598,2022/7/8 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,8,7
599,2022/7/9 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,9,7
600,2022/7/9 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,9,7
601,2022/7/9 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,9,7
602,2022/7/9 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,9,7
603,2022/7/9 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,9,7
604,2022/7/9 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,9,7
605,2022/7/9 6:00:00,0.9,0,0.0,0.1,0.5,0.0,0.0,6,9,7
606,2022/7/9 7:00:00,1.0,0,0.8,0.6,0.5,0.6,1.0,7,9,7
607,2022/7/9 8:00:00,1.0,0,0.9,1.0,0.6,1.0,1.0,8,9,7
608,2022/7/9 9:00:00,1.0,0,1.0,0.8,0.6,0.9,1.0,9,9,7
609,2022/7/9 10:00:00,1.0,0,1.0,0.8,0.7,0.9,1.0,10,9,7
610,2022/7/9 11:00:00,1.0,0,1.0,0.9,0.1,1.0,1.0,11,9,7
611,2022/7/9 12:00:00,0.6,0,0.2,0.0,0.0,0.2,0.0,12,9,7
612,2022/7/9 13:00:00,0.5,0,0.3,0.0,0.0,0.2,0.2,13,9,7
613,2022/7/9 14:00:00,1.0,0,0.8,0.3,0.6,0.8,1.0,14,9,7
614,2022/7/9 15:00:00,1.0,0,0.7,0.8,0.5,0.5,1.0,15,9,7
615,2022/7/9 16:00:00,1.0,0,0.5,0.8,0.0,0.8,1.0,16,9,7
616,2022/7/9 17:00:00,0.7,0,0.5,1.0,0.0,0.3,0.5,17,9,7
617,2022/7/9 18:00:00,0.1,0,0.1,0.7,0.0,0.0,0.0,18,9,7
618,2022/7/9 19:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,19,9,7
619,2022/7/9 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,9,7
620,2022/7/9 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,9,7
621,2022/7/9 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,9,7
622,2022/7/9 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,9,7
623,2022/7/10 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,10,7
624,2022/7/10 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,10,7
625,2022/7/10 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,10,7
626,2022/7/10 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,10,7
627,2022/7/10 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,10,7
628,2022/7/10 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,10,7
629,2022/7/10 6:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,6,10,7
630,2022/7/10 7:00:00,0.0,0,0.0,0.0,0.2,0.0,0.0,7,10,7
631,2022/7/10 8:00:00,0.0,0,0.4,0.3,0.5,0.7,0.0,8,10,7
632,2022/7/10 9:00:00,0.0,0,0.1,0.5,0.8,0.8,0.0,9,10,7
633,2022/7/10 10:00:00,0.2,0,0.8,1.0,1.0,0.8,0.3,10,10,7
634,2022/7/10 11:00:00,0.7,0,1.0,1.0,1.0,1.0,0.8,11,10,7
635,2022/7/10 12:00:00,0.4,0,0.7,0.9,0.5,0.9,0.8,12,10,7
636,2022/7/10 13:00:00,0.7,0,1.0,1.0,1.0,1.0,1.0,13,10,7
637,2022/7/10 14:00:00,0.9,0,1.0,1.0,0.6,1.0,1.0,14,10,7
638,2022/7/10 15:00:00,1.0,0,1.0,1.0,0.0,1.0,1.0,15,10,7
639,2022/7/10 16:00:00,1.0,0,1.0,1.0,0.2,1.0,1.0,16,10,7
640,2022/7/10 17:00:00,1.0,0,1.0,0.7,0.2,0.8,0.9,17,10,7
641,2022/7/10 18:00:00,1.0,0,1.0,0.1,0.9,1.0,1.0,18,10,7
642,2022/7/10 19:00:00,0.4,0,0.6,0.7,0.0,0.5,0.7,19,10,7
643,2022/7/10 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,10,7
644,2022/7/10 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,10,7
645,2022/7/10 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,10,7
646,2022/7/10 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,10,7
647,2022/7/11 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,11,7
648,2022/7/11 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,11,7
649,2022/7/11 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,11,7
650,2022/7/11 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,11,7
651,2022/7/11 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,11,7
652,2022/7/11 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,11,7
653,2022/7/11 6:00:00,0.0,0,0.0,0.0,0.0,0.0,0.3,6,11,7
654,2022/7/11 7:00:00,0.0,0,0.5,0.3,0.1,0.0,1.0,7,11,7
655,2022/7/11 8:00:00,0.5,0,0.7,0.3,0.4,0.0,1.0,8,11,7
656,2022/7/11 9:00:00,0.1,0,0.0,0.0,0.5,0.0,0.5,9,11,7
657,2022/7/11 10:00:00,0.1,0,0.1,0.3,1.0,0.1,0.1,10,11,7
658,2022/7/11 11:00:00,0.4,0,0.3,1.0,0.9,1.0,0.0,11,11,7
659,2022/7/11 12:00:00,0.6,0,0.2,1.0,1.0,1.0,0.0,12,11,7
660,2022/7/11 13:00:00,1.0,0,0.0,1.0,1.0,0.9,0.1,13,11,7
661,2022/7/11 14:00:00,1.0,0,0.7,0.5,1.0,0.8,0.9,14,11,7
662,2022/7/11 15:00:00,1.0,0,0.5,1.0,0.3,0.5,0.5,15,11,7
663,2022/7/11 16:00:00,1.0,0,0.2,1.0,0.1,0.0,0.4,16,11,7
664,2022/7/11 17:00:00,0.9,0,0.4,0.8,0.0,0.3,0.2,17,11,7
665,2022/7/11 18:00:00,0.7,0,0.6,0.8,0.0,0.5,0.5,18,11,7
666,2022/7/11 19:00:00,0.0,0,0.2,0.0,0.0,0.3,0.0,19,11,7
667,2022/7/11 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,11,7
668,2022/7/11 21:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,21,11,7
669,2022/7/11 22:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,22,11,7
670,2022/7/11 23:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,23,11,7
671,2022/7/12 0:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,0,12,7
672,2022/7/12 1:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,1,12,7
673,2022/7/12 2:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,2,12,7
674,2022/7/12 3:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,3,12,7
675,2022/7/12 4:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,4,12,7
676,2022/7/12 5:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,5,12,7
677,2022/7/12 6:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,6,12,7
678,2022/7/12 7:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,7,12,7
679,2022/7/12 8:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,8,12,7
680,2022/7/12 9:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,9,12,7
681,2022/7/12 10:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,10,12,7
682,2022/7/12 11:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,11,12,7
683,2022/7/12 12:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,12,12,7
684,2022/7/12 13:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,13,12,7
685,2022/7/12 14:00:00,0.0,0,0.0,0.1,0.0,0.0,0.0,14,12,7
686,2022/7/12 15:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,15,12,7
687,2022/7/12 16:00:00,0.0,0,0.0,0.0,0.0,0.0,0.1,16,12,7
688,2022/7/12 17:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,17,12,7
689,2022/7/12 18:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,18,12,7
690,2022/7/12 19:00:00,0.0,0,0.0,0.0,0.0,0.0,0.0,19,12,7
691,2022/7/12 20:00:00,0.0,1,0.0,0.0,0.0,0.0,0.0,20,12,7
